id;name;count
514;tutorial;24
576;bluegrass;24
594;choir;24
623;chimes;24
685;folk;24
720;dulcet;24
732;higher pitch;24
780;electro;24
932;violent;24
1011;string instruments;24
1036;conductor;24
1620;emphatic;24
1674;romantic mood;24
2338;turntable;24
44;hissing tones;23
65;claps;23
75;double bass;23
248;perky;23
306;high notes;23
347;trap;23
430;hip hop;23
437;rapping;23
442;uplifting energy;23
537;western classical;23
562;cymbals crashing;23
600;female vocals;23
697;rich;23
832;acoustic guitars;23
940;boomy;23
957;jingle;23
1100;trance music;23
1201;timpani;23
1321;percussions;23
1329;synthesizer;23
1349;dance floor;23
1395;smooth;23
2600;orchestral;23
14;backing track;22
56;higher register;22
87;home music video;22
171;vibrato;22
214;string section harmony;22
307;choral harmony;22
395;tambourine percussions;22
706;jazz music;22
738;entertaining;22
833;viola;22
871;marimba;22
878;unique;22
921;cheering;22
1061;meditational;22
1096;enigmatic;22
1345;brass instruments;22
40;ambient noises;21
94;ambient room noises;21
232;funny;21
316;celestial;21
354;intense drumming;21
726;atmospheric synthesiser;21
968;dangerous;21
1085;video game music;21
1097;eccentric;21
1726;digital drum;21
1824;chanting;21
2011;synth pads;21
3025;solo;21
358;ukulele;20
490;passionate male vocal;20
522;country;20
631;latin music;20
687;infectious drumming;20
768;childrenâ€™s song;20
771;compelling;20
819;classic rock;20
845;electronica;20
997;indian music;20
1045;electronic sounds;20
1633;dance hits;20
233;comedic;19
274;ambient room noise;19
618;youtube music video;19
641;salsa;19
751;hand claps;19
785;acapella;19
967;suspenseful;19
983;acoustic;19
1026;various percussion hits;19
1500;nostalgia;19
1508;hand percussion;19
1557;rebellious;19
1601;country song;19
1660;adventurous;19
1739;guitar strumming;19
1751;bouncy;19
2166;indian classical;19
2310;oud;19
3030;complex;19
3205;cowbell;19
4051;traditional music;19
116;background music;18
123;enthusiastic drumming;18
152;groovy bass guitar;18
258;funky bass line;18
464;tension;18
678;bright;18
752;kick drum;18
791;shimmering cymbals;18
1278;punchy drumming;18
1323;resounding;18
1438;techno dance music;18
1502;french horn;18
1729;sub bass;18
1754;flat male vocal;18
1843;digital bass;18
2114;dance club;18
2324;distortion guitar;18
3660;cover;18
71;low fidelity;17
134;tablas;17
268;no vocals;17
270;latin percussion;17
328;flamenco;17
369;horn section;17
747;rhythmic patter;17
909;memdium tempo;17
1142;serene;17
1186;remix;17
1198;romantic theme;17
1233;warm;17
1356;no percussions;17
1779;slow to medium tempo;17
1971;vigorous drumming;17
1983;techno music;17
2100;background noises;17
4294;electrifying;17
394;steady bass line;16
700;flutes;16
746;persuasive;16
1016;enthralling;16
1039;documentary soundtrack;16
1123;acoustic guitar accompaniment;16
1143;tranquil;16
1282;rock and roll;16
1326;heart-touching;16
1503;relaxing music;16
1727;male voice rapping;16
1747;digital drumming;16
1837;male voice talking;16
1913;boisterous;16
2025;country pop;16
2188;traditional;16
2688;no other instrumentation;16
3022;dubstep;16
3503;mesmerising;16
3758;spanish;16
3939;orchestral music;16
4151;repetitive;16
4790;monotone;16
120;narration;15
204;hard-hitting;15
317;no instruments;15
392;retro pop hits;15
546;emphatic vocals;15
881;electric piano;15
1167;reflective;15
1219;madly in love;15
1328;cozy;15
1426;latin percussions;15
1604;acoustic guitar strumming;15
1631;drum solo;15
1743;song cover;15
2098;birds chirping;15
2283;song introduction;15
2534;electronic percussion;15
3127;snare drum;15
3412;insistent;15
3481;electric guitar solo;15
3545;uplifting mood;15
226;keys;14
366;tense;14
465;hip hop music;14
472;together forever;14
883;funky bass lines;14
919;auto harp;14
927;celebratory;14
995;people cheering;14
1013;euphonious;14
1108;pop hits;14
1130;building anticipation;14
1338;no vocal melody;14
1624;e-piano;14
1658;instructive speaking;14
1665;improvisation;14
1758;trombones;14
1764;indie rock;14
1847;house;14
1927;disco;14
2309;arabic music;14
2314;no melody;14
2564;steady rhythm;14
2930;dissonant;14
31;electric guitar harmony;13
118;retro;13
133;hindi;13
245;hopeful;13
436;comedy;13
549;effect pedal;13
584;backing voices;13
876;alternative;13
1064;energetic drumming;13
1102;droning sound;13
1192;hard hitting drums;13
1552;relaxing song;13
1814;swing;13
1962;echoes;13
1974;snare;13
2008;merry;13
2284;progressive rock;13
2511;catchy riff;13
2571;latin pop;13
2647;serious;13
2907;latin;13
2934;noisy;13
1;guitar song;12
15;jazzy;12
200;punk rock;12
259;tapping;12
542;opera;12
608;new age;12
730;k-pop;12
764;charming;12
923;gig;12
1008;violin symphony;12
1112;synth strings;12
1176;turn table;12
1204;story-telling mood;12
1283;kids song;12
1361;sharp;12
1371;female singers;12
1551;easy listening;12
1645;prayer;12
1716;repetitive melody;12
1753;maracas;12
1773;resonator;12
2003;regional pop;12
2185;bagpipes;12
2327;ambient synth;12
2495;christmas carols;12
2521;horn;12
3309;percussions;12
3517;single note;12
3923;male vocal sample;12
4007;animated vocals;12
4144;opera hall;12
54;noise;11
236;gentle playing;11
310;soprano;11
339;folk dance;11
352;goth rock;11
509;riser;11
544;lilting melody;11
548;clean sound;11
574;mystical;11
588;shimmering shakers;11
626;male backing voices;11
793;song fade;11
1010;melancholy;11
1131;no percussion instruments;11
1413;smooth bass;11
1435;keybiard accompaniment;11
1452;screaming vocals;11
1462;electric guitar riff;11
1520;bizarre;11
1586;groovy bas slime;11
1683;latin dance;11
1706;female voices;11
1915;electric bass guitar;11
1979;rock&roll;11
1982;catchy vocal riff;11
2007;celebration;11
2010;hiphop;11
2250;demonstration;11
2365;middle eastern music;11
2692;chant;11
2852;quirky;11
2980;incessant;11
3249;amplified;11
3598;carnatic music;11
3848;loud feedback;11
26;plucked string instrument;10
160;bansuri;10
189;drum & bass;10
288;yodeling;10
301;melodic pad;10
384;no lyrics;10
423;surround sound;10
458;video game theme;10
485;backing vocals;10
504;horror;10
527;passionate female vocal;10
550;echo;10
663;ambient music;10
666;syncopated;10
731;slow;10
774;afrobeat;10
777;electric bass;10
781;digital strings;10
820;violin solo;10
836;male voice sample;10
870;delay;10
874;oriental;10
994;trumpets blaring;10
1099;techno song;10
1203;thrilling;10
1360;no accompaniment;10
1427;strong drumming rhythm;10
1437;percussion hits;10
1449;profound;10
1547;triangle;10
1560;high pitch;10
1646;composer;10
1659;rhythm;10
1663;complex chords;10
1767;funky bass;10
1828;droning;10
1866;muddled audio;10
1973;steel pan;10
1981;fourth world music;10
2013;slide guitar;10
2096;rising pattern;10
2165;raga;10
2339;shouting;10
2526;digital music;10
2553;enchanting;10
2575;steady bass lines;10
2789;minimal instrumentation;10
2954;higher key;10
2969;external amplification;10
3672;electronic instrumentation;10
3849;syncopated harmony;10
5191;brass instrument;10
137;gospel music;9
154;alternative/indie;9
155;electric guitar melody;9
218;christmas;9
240;baroque;9
319;rustling;9
325;folkmusic;9
345;loud electric guitar feedback;9
375;building tension;9
386;piano song;9
390;boy band;9
391;male singers;9
424;beat boxing;9
425;vocal percussion;9
604;groovy drumming rhythm;9
627;teen pop;9
650;house music;9
670;synth lead sound;9
690;exquisite;9
742;progressive;9
749;vocal riff;9
823;delicate;9
868;buzzing;9
988;indian percussions;9
1098;medieval sounding;9
1135;anthem;9
1158;indie;9
1172;beautiful;9
1247;lilting;9
1301;quirky sounds;9
1366;creepy;9
1411;sustained strings melody;9
1746;auto tune;9
1811;harsh;9
1944;female choir;9
2032;synth sound;9
2144;groovy bassline;9
2194;crunchy;9
2318;danger;9
2372;percussion instruments;9
2451;techno pop;9
2468;dense;9
2482;folk rock;9
2540;sharp sounds;9
2946;four on the floor;9
3019;unsettling;9
3115;home studio;9
3132;screaming;9
3176;elegant;9
3262;excitement;9
3266;pad;9
3360;no instrumentation;9
3543;tuning;9
3561;organ accompaniment;9
4207;drum rolls;9
4362;subtle bass line;9
5747;syncopated rhythms;9
6393;energetic cymbals;9
7798;instrumental song;9
29;female vocalisation;8
122;animated singing;8
282;passionate singing;8
297;romantic song;8
438;amusing;8
457;parody;8
471;slick drumming rhythm;8
512;synth melody;8
531;soft kick hits;8
565;modern pop hits;8
581;childrens song;8
583;happy song;8
605;distorted guitar rhythm;8
657;street performance;8
658;conga;8
682;high-spirited;8
712;christian music;8
737;walking bass line;8
748;rhythmic speech;8
767;sweet;8
800;song ending;8
810;crowds cheering;8
816;ambient crowd noise;8
830;distorted;8
841;vocables;8
884;pop rap;8
899;educational;8
906;flute melody;8
934;rock/pop;8
937;distortion guitars;8
953;background-noises;8
962;music box;8
982;christian;8
1021;praise and worship;8
1032;marching band;8
1035;great composers;8
1110;analog sounding;8
1116;hi-hat;8
1119;spanish guitar;8
1174;wistful;8
1179;lonely;8
1202;cymbal;8
1222;4 on the floor kick;8
1239;fresh;8
1251;mid tempo;8
1307;lively trumpets;8
1312;breeze;8
1441;male backup singers;8
1444;ad jingle;8
1453;rock band;8
1497;concert hall;8
1504;reggae song;8
1559;synth pluck;8
1583;rap-like singing;8
1606;tropical;8
1718;reverb effect;8
1728;female voice sample;8
1765;acoustic drum;8
1871;saxophones;8
1877;muffled sounds;8
1950;bright drumming;8
1996;amateur production;8
2036;christmas music;8
2087;modern;8
2106;sonic effects;8
2149;live music;8
2187;background voices;8
2235;plucking;8
2267;beatbox;8
2295;music demo;8
2400;no drums;8
2546;synth backing;8
2625;no other instrument;8
2644;boomy bass;8
2661;excited;8
2698;cymbal crashes;8
2766;falsetto;8
2894;contemporary;8
2936;beep;8
2965;latin song;8
3085;big band;8
3098;incoherent music;8
3111;impactful;8
3242;vibraphone;8
3415;positive energy;8
3447;resonating;8
3798;flute harmony;8
3837;vibration;8
3941;party music;8
4016;instructive;8
4093;sunny;8
4210;didgeridoo harmony;8
4478;healing;8
4721;symphonic song;8
4728;high pitched;8
5533;lively piano;8
5542;dub;8
5819;polyrhythms;8
6063;powerful vocals;8
36;boomy bass drops;7
85;guitar demo;7
124;cymbal ride;7
159;harmonium;7
185;drone;7
228;male backing voice;7
230;beatboxing;7
246;wedding music;7
303;loud electronic drums;7
315;angelic;7
360;harmony;7
625;percussive hits;7
665;complex harmony;7
696;bow stringed instrument;7
710;church music;7
719;energetic crash cymbal;7
723;young love;7
728;soft pop;7
821;tender;7
824;major key;7
831;manic;7
853;anticipation;7
879;male backing vocals;7
886;disco rap;7
887;sound of water;7
985;deep;7
999;erotic;7
1022;fervent;7
1052;explosions;7
1107;classic pop;7
1126;slower to medium tempo;7
1166;solemn;7
1207;background cheering;7
1212;breakup song;7
1275;electric guitar licks;7
1314;ambient nature sounds;7
1318;harp song;7
1327;percussive elements;7
1343;vital;7
1417;euphoric;7
1420;raw;7
1421;tribal;7
1469;karaoke;7
1537;medium-to-high pitch singing;7
1540;vocal emphasis;7
1580;deteriorated audio quality;7
1587;advertisement jingle;7
1637;overdriven electric guitar;7
1778;tremolo;7
1792;female backing voice;7
1803;shofar;7
1848;four on the floor kick;7
1933;singer-songwriter;7
2054;random;7
2159;ride cymbal;7
2220;boomy bass line;7
2350;sombre;7
2391;distorted sounds;7
2423;rhythmic beat;7
2453;booming;7
2467;vocal sample;7
2475;steady tempo;7
2491;enthusiastic vocals;7
2497;santa claus;7
2501;sophisticated;7
2505;slow rock;7
2561;rapping vocals;7
2567;inspirational;7
2737;vocal echoes;7
2773;drum beat;7
2823;acoustic rhythm guitar;7
2838;aerophone;7
2892;disco pop;7
2919;christmas song;7
2931;unpleasant;7
2945;symphony;7
2990;love songs;7
3077;ceremonial;7
3316;ambient street noises;7
3403;weird;7
3489;simple beat;7
3604;indian classical music;7
3628;acoustic guitar arpeggio;7
3639;gong;7
3886;drum roll;7
3888;hi-hats;7
3918;spirited drumming;7
3955;mellow tune;7
4131;drumming;7
4154;boomy bass lines;7
4225;stringed instruments;7
4270;american;7
4528;whistling;7
4680;latin american music;7
4691;hissing noise;7
4867;marching rhythm;7
5066;high spirited;7
5132;hand percussions;7
5221;harmony singing;7
5687;low audio quality;7
6014;club song;7
6044;upbeat song;7
7109;grandiose;7
42;crowd noise;6
48;techno dance rhythm;6
59;mellow piano melody;6
135;shrutibox;6
136;bansuri flute;6
146;christian contemporary music;6
174;rapid;6
176;dexterous;6
213;mystery;6
285;resonance;6
304;modern sounding;6
342;blues rock;6
452;vinyl scratching;6
456;out of tune;6
461;male choir;6
477;clapping rhythm;6
479;birds singing;6
481;synth lead;6
500;arabic;6
528;wide electric guitar melody;6
596;male rapper;6
621;melancholic music;6
639;guiro;6
649;live concert;6
739;love performance;6
790;harmonizing male vocals;6
815;victory march;6
829;distorted bass guitar;6
873;arpeggios;6
903;female voice speaking;6
914;traditional instruments;6
925;country folk music;6
954;wind;6
959;acoustic sounding drums;6
1033;high on adrenaline;6
1051;shooting;6
1055;meditation song;6
1059;people clapping;6
1071;keybiard harmony;6
1088;relaxing playlist;6
1094;backing voice;6
1122;dexterity;6
1180;pain;6
1193;punchy bass lines;6
1241;pleasant melody;6
1248;simple tunes;6
1310;chirpy;6
1372;female backup singers;6
1376;party song;6
1379;party all night;6
1412;groovy piano melody;6
1416;snappy rimshots;6
1521;robotic;6
1611;piano sound;6
1614;latin dance band;6
1648;heavenly;6
1680;disc scratching tones;6
1704;wide synth pad chords;6
1737;retro pop;6
1742;jovial;6
1788;retro hits;6
1802;synth song;6
1901;laughing;6
1938;catchy beat;6
1995;party time;6
2024;country hits;6
2046;sensitive;6
2067;clarinets;6
2101;reggae music;6
2103;retro dance hits;6
2109;minor key;6
2115;grunge keyboard tones;6
2174;sruti;6
2183;ambient outdoor sounds;6
2243;mid-range;6
2246;church bells;6
2253;electric guitar lesson;6
2320;jazz song;6
2349;electric guitar arpeggio;6
2408;experimental music;6
2459;piano melody;6
2522;fast paced;6
2531;music;6
2560;techno drumming rhythm;6
2591;latin folk music;6
2851;free time;6
2856;jazz fusion;6
2956;percussion instrument;6
3020;unnerving;6
3045;virtuosity;6
3052;hissing sounds;6
3126;glockenspiel;6
3136;chamber music;6
3221;pop ballad;6
3243;sleigh bells;6
3291;beeping;6
3446;airy;6
3455;simple drum beat;6
3483;soul music;6
3500;groovy piano chords;6
3523;crowd clapping;6
3665;reverence;6
3697;simple bass;6
3734;steel guitar;6
3828;distorted sound;6
3839;accordion harmony;6
3877;never give up;6
3883;video game soundtrack;6
3999;bongo drums;6
4050;baroque music;6
4081;mid range;6
4108;sadness;6
4156;french horns;6
4191;sound of bells;6
4203;death metal;6
4209;synthesised sounds;6
4219;electronic sound;6
4249;indian song;6
4334;life is good;6
4496;light;6
4576;exotic;6
4599;amplified organ;6
4659;amplified instruments;6
4737;game music;6
4895;simple chord progression;6
4932;dobro;6
4999;female backing voices;6
5119;tapping sound;6
5142;footsteps;6
5195;bagpipe;6
5282;"punchy ""4 on the floor"" kick pattern";6
5286;four stringed instrument;6
5322;confusing;6
5494;salsa music;6
5569;rave;6
6104;rock song;6
6683;recurring;6
6697;latin folk;6
6787;mantra;6
6801;acoustic song;6
7227;guitar playing rhythm;6
7354;gloomy;6
7533;unison;6
78;guitarist;5
121;documentary;5
131;rock hits;5
191;hollering sample;5
271;complex rhythms;5
283;bell;5
311;alto;5
320;scuffling;5
321;harmonious;5
329;nylon string guitar;5
359;female voices singing;5
379;transcendental;5
382;slow pop;5
400;comforting;5
406;two tracks;5
454;dj song;5
459;cinematic strings;5
483;pad sounds;5
492;soft crash cymbal;5
601;death metal music;5
642;bachata;5
659;bongo;5
667;wedding song;5
679;colourful;5
684;infectious;5
692;art music;5
736;virtuoso;5
761;cute;5
813;celtic music;5
877;vocoder;5
885;hip-hop hits;5
938;aggressive percussion;5
972;traditional south asian music;5
1018;christian song;5
1019;hymns;5
1072;amateur singing;5
1075;tv show tune;5
1081;humming;5
1084;monotonous;5
1118;cajon;5
1120;rhythmic guitar;5
1161;synthesizer pad;5
1181;heart break;5
1217;courtship song;5
1245;guitar band;5
1257;hindustani music;5
1330;minimal;5
1347;woodwind;5
1436;guitar playing lead;5
1482;r&b/soul;5
1515;devotion;5
1522;outer space;5
1527;quiet;5
1534;talking;5
1535;singing;5
1563;synthesizer sounds;5
1582;amateur band;5
1585;violins playing;5
1613;male latin singer;5
1656;lesson recording;5
1664;cymbal rides;5
1678;practice session;5
1698;loud singing;5
1750;heavy reverb;5
1763;intro;5
1774;inferior sound quality;5
1791;trap beat;5
1813;acoustic jazz drums;5
1840;male and female singers;5
1861;soft kick;5
1917;guitar lesson;5
1934;strumming;5
1946;review;5
2018;cellos;5
2022;string harmony;5
2051;compilation;5
2072;scratching sound;5
2074;busking;5
2104;groovy dance rhythm;5
2176;tanpura;5
2221;intense electric guitar feedback;5
2252;clear;5
2258;religious music;5
2271;string bending;5
2275;recorder;5
2313;didgeridoo music;5
2346;fuzzy bass;5
2370;strings section;5
2371;eastern sounding;5
2399;oboe;5
2412;fusion music;5
2417;resonant sound;5
2428;piano chords;5
2446;synth layers;5
2484;dj music;5
2508;march;5
2509;steel drums;5
2527;deep house;5
2555;soundtrack;5
2596;dj performance;5
2604;oboes;5
2612;hurt;5
2639;good mood;5
2646;minimalist music;5
2653;odd meter;5
2662;pop punk;5
2667;dance party;5
2671;dj face off;5
2684;guitar amplifier;5
2699;instrumental  music;5
2702;party night;5
2723;roaring;5
2751;sad atmosphere;5
2755;vivid;5
2821;regional mexican;5
2911;loud acoustic drums;5
2964;spanish song;5
3012;alternative metal;5
3063;ambient crowd noises;5
3094;classical song;5
3107;overdriven guitar;5
3162;hardcore;5
3165;distorted guitar;5
3166;downtempo;5
3173;booming bass line;5
3184;male voice screaming;5
3185;punchy beats;5
3189;hammond organ;5
3208;falsetto voice;5
3209;synth music;5
3234;funk jazz;5
3267;djembe;5
3310;normal tempo;5
3320;steady rock drumming;5
3327;blasts;5
3329;booming sounds;5
3330;gunshots;5
3342;guzheng;5
3344;fingerstyle;5
3411;female backup;5
3417;snare roll;5
3437;psychedelic music;5
3459;whooshing sound;5
3525;flute playing;5
3611;low-to-medium range;5
3675;prayerful;5
3677;puja;5
3731;overtones;5
3736;couples dancing;5
3747;guitar playing;5
3799;avant-garde;5
3804;male;5
3822;punkrock;5
3850;electric guitar rhythm;5
3903;old recording;5
3951;accordion melody;5
3996;contemporary pop;5
4143;composers;5
4180;jazz piano;5
4183;animated piano;5
4215;burgeoning;5
4241;distorted audio;5
4246;south asian;5
4295;trap music;5
4343;bollywood music;5
4350;uneasy;5
4410;waves;5
4414;sci-fi;5
4488;blues guitar;5
4586;dancehall;5
4613;build-up;5
4637;festivities;5
4655;busy;5
4688;childrenâ€™s show;5
4768;cembalo;5
4773;diva;5
4840;arpeggiated electric guitar melody;5
4844;energetic drums;5
4939;female vocal backup;5
4950;percussionist;5
5041;silence;5
5088;guitar tuning;5
5116;jazz drumming;5
5241;high-pitched synth;5
5264;announcement;5
5277;high energy;5
5358;virtuosic;5
5610;shimmering bells melody;5
5665;muffled music;5
5710;relaxed;5
5790;latin dance hits;5
5835;triumphant;5
5862;zitar;5
5924;cheery;5
5926;background sounds;5
5944;violence;5
5996;regal;5
6069;retro pop song;5
6070;animated movie soundtrack;5
6204;high pitched sounds;5
6578;gear showcase;5
6663;waltz;5
6795;grand piano;5
7326;crisp;5
7382;no music;5
8080;friendly;5
8816;bad quality audio;5
8875;violin accompaniment;5
12;male mid range voice singing;4
107;strings sample;4
127;rock and rock;4
177;skilled;4
265;kids music;4
275;beep tones;4
363;crescendo;4
401;bells percussions;4
402;distortion effect;4
414;unrelated tracks;4
488;electric guitar lick;4
505;terrifying;4
521;male deep voice singing;4
538;opera singer;4
556;funk rock;4
569;clapping percussions;4
573;nature sounds;4
592;low fidelity recording;4
595;group vocals;4
611;game soundtrack;4
630;medium fast;4
634;siren;4
660;timbale;4
662;romantic piano;4
668;proposal song;4
672;dancing;4
675;digital sounds;4
759;cartoon;4
786;harmonies;4
817;performer;4
818;rhythm section;4
822;optimistic;4
892;animal sounds;4
900;learning;4
904;gypsy music;4
917;male vocalists;4
949;piano music;4
956;advertisement;4
969;hard metal;4
975;clapping hands;4
976;tabla playing;4
978;polka;4
991;cheering sounds;4
1005;granular synth;4
1028;drum sticks;4
1038;string quartet;4
1048;video game sounds;4
1057;dreamy song;4
1070;vocal duet;4
1104;insightful;4
1125;inferior quality audio;4
1134;high-pitched singing;4
1137;speaking;4
1163;contemplative;4
1177;man talking;4
1182;singing bowls;4
1197;disco song;4
1211;loneliness;4
1225;flat female vocal;4
1231;acordion harmony;4
1236;carefree;4
1266;piano playing;4
1294;ethereal music;4
1296;average sound quality;4
1365;fruity male vocal;4
1374;pop dance hits;4
1397;tv show theme;4
1405;eerie sound;4
1440;guitar music;4
1486;background laughter;4
1514;love;4
1517;tenor;4
1538;touching;4
1542;folk pop;4
1550;slow song;4
1553;bass notes;4
1565;deck scratching;4
1572;faster tempo;4
1576;distortion;4
1578;fast;4
1579;amateur quality recording;4
1612;catchy tune;4
1615;soaring vocals;4
1622;church organ;4
1625;enegetic;4
1634;tempo;4
1643;church choir;4
1684;seductive singing;4
1687;guitar strumming rhythm;4
1691;fast-paced;4
1693;table turner;4
1709;sad melody;4
1711;male and female voices;4
1712;call and response;4
1741;ambient street noise;4
1766;funk song;4
1787;pop super hits;4
1790;rap song;4
1793;repetitive synth melody;4
1821;electro/techno;4
1845;shuffle;4
1855;kick;4
1869;synthesiser;4
1884;ukele;4
1898;synth arrangements;4
1970;cowboys;4
1972;percussion instrumental;4
1978;fearful;4
1984;hysteria;4
2021;string orchestra;4
2048;male voice samples;4
2105;groovy drum rhythm;4
2108;electric guitar strumming;4
2121;mid-tempo;4
2127;guitar effects pedal;4
2130;breathing sounds;4
2134;song intro;4
2148;crowd screaming;4
2173;taal;4
2193;clave;4
2201;group singing;4
2251;amplified instrument;4
2257;shofar music;4
2277;tension building;4
2281;cymbal crash;4
2294;music video;4
2321;outro;4
2322;pop/rock;4
2376;gentle singing;4
2409;unconventional;4
2416;tibetan singing bowls;4
2419;drum beats;4
2430;south asian music;4
2445;ambient song;4
2454;goth;4
2469;slow pop song;4
2492;applause;4
2515;clicking sound;4
2552;magical;4
2556;ost;4
2619;strong;4
2620;hip-hop beat;4
2624;effects pedal;4
2628;first love;4
2642;rapper;4
2669;discotheque;4
2683;tremolo effect;4
2686;solo guitar;4
2700;keyboard tones;4
2724;grunting;4
2750;arabic dance music;4
